Account_Campaign_Mapping_V2

Date/Time Generated,9/24/18 3:49 AM
Report Time Zone,America/New_York
Account ID,5552
Date Range,9/10/18 - 9/23/18
Advertiser,Equals:2014_DigitalRoyalty (4365914)
Advertiser,Equals:ALL|US|iProspect|2012 (3632474)
Advertiser,Equals:6359301
Advertiser,Equals:BidManager_Advertiser_DO_NOT_EDIT_2235440 (8304258)
Advertiser,Equals:BidManager_Advertiser_DO_NOT_EDIT_688442 (5236351)
Advertiser,Equals:BidManager_Advertiser_DO_NOT_EDIT_857434 (5404806)
Advertiser,Equals:BidManager_SeparateSpotlightAdvertiser_DO_NOT_EDIT (4532011)
Advertiser,Equals:CI|US|iProspect|2012 (3476205)
Advertiser,Equals:DCS|Criteo|_INTL_ (4765209)
Advertiser,Equals:DCS|DA_STUDIO|_INTL_ (5373955)
Advertiser,Equals:DCS|Demand_Generation|_INTL_ (4255681)
Advertiser,Equals:DCS|F3D|_INTL_ (4867019)
Advertiser,Equals:DCS|iProspect|_INTL_ (4248444)
Advertiser,Equals:DCS|OMD|_INTL_ (4294851)
Advertiser,Equals:DCS|Periscopix_Tracking_Ads|_INTL_ (8110681)
Advertiser,Equals:DCS|Periscopix|_INTL_ (6146229)
Advertiser,Equals:DCS|Rakuten_Non-linked_Advertiser|_INTL_ (8066286)
Advertiser,Equals:DCS|Zenith|_INTL_ (8502683)
Advertiser,Equals:dg_intl_hilton (3498746)
Advertiser,Equals:dg_intl_multibrand (3638295)
Advertiser,Equals:DGTS_US_AllSuites (8325024)
Advertiser,Equals:DGTS_US_FocusedServices (8325606)
Advertiser,Equals:DGTS_US_FullService (8328012)
Advertiser,Equals:8314394
Advertiser,Equals:DGTS_US_Portfolio_Honors (8310967)
Advertiser,Equals:DT|US|iProspect|2012 (3476213)
Advertiser,Equals:E-Events 30 Day Tags (2391905)
Advertiser,Equals:Ecommerce_Corporate_US (2608519)
Advertiser,Equals:eDistribution Marketing_In House_UK (2055539)
Advertiser,Equals:ES|US|iProspect|2012 (3476215)
Advertiser,Equals:f3d_intl_paid_search (3917774)
Advertiser,Equals:GI|US|iProspect|2012 (3476218)
Advertiser,Equals:GV|US|iProspect|2012 (3476224)
Advertiser,Equals:Hampton Inn : iCrossing US : US (2377205)
Advertiser,Equals:Hampton_Wahlstrom_US (2208460)
Advertiser,Equals:HHC Hotels_Waldorf Boulders Resort_US_0328 (2221810)
Advertiser,Equals:HH|US|iProspect|2012 (3476226)
Advertiser,Equals:Hilton Demand Generation Intl (2712515)
Advertiser,Equals:Hilton HHonors : iCrossing US : US (2377325)
Advertiser,Equals:2784036
Advertiser,Equals:HILTON HOTELS CORP (2013561)
Advertiser,Equals:Hilton Paid Search on DS (Edge) (6972294)
Advertiser,Equals:Hilton Paid Search on DS (Non-Edge) (6973298)
Advertiser,Equals:Hilton_OMD_APAC (2705521)
Advertiser,Equals:Hilton_OMD_US (2077542)
Advertiser,Equals:Hilton_Space Dealer_Germany (2070859)
Advertiser,Equals:2162324
Advertiser,Equals:Hilton_Traffic Broker UK_RU (2341749)
Advertiser,Equals:HI|US|iProspect|2012 (3476209)
Advertiser,Equals:HT|US|iProspect|2012 (3476223)
Advertiser,Equals:HWW_Corporate_EmailMarketing (4652907)
Advertiser,Equals:HWW_SocialMedia (4721827)
Advertiser,Equals:HW|US|iProspect|2012 (3476222)
Advertiser,Equals:HX|US|iProspect|2012 (3476220)
Advertiser,Equals:OMD UAE (2832897)
Advertiser,Equals:OMD_LATAM_2016 (5308684)
Advertiser,Equals:QQ|US|iProspect|2012 (4445920)
Advertiser,Equals:seo_places_listings_intl (4041706)
Advertiser,Equals:2150307
Advertiser,Equals:WA|US|iProspect|2012 (3476203)
MRC Accredited Metrics,"Impressions(Desktop Display and Rich Media, Desktop Video, Mobile Video)","Clicks(Desktop Display, Desktop Rich Media, Desktop Video, In-App Display, In-App Rich Media, In-App Video, Mobile Display, Mobile Video)"

Report Fields
Placement ID,Placement,Campaign ID,Campaign,Site ID (DCM),Site (DCM),Impressions,Clicks
220111094,ALL|DBM|RT|PC|DM-Q2-Q3_Sun_&_Fun_Site-RT_Puerto_Rico|US|EN|CPM|300x600|CoOp,10367419,ALL|Display|Retargeting_TopUp|ALL|Revenue,2139787,DoubleClick Bid Manager (DBM),270,0
220117436,2018.May_EMEA_HH_NMK_AHC_HAN_CORE18456_GDPR_NH_EN_Wave2_Wave3_NA_Hero,8866649,EM|EMEA|AH,908380,CheetahMail.com,0,40
220117439,2018.May_EMEA_HH_NMK_AHC_HAN_CORE18456_GDPR_NH_EN_Wave2_Wave3_NA_Generic,8866649,EM|EMEA|AH,908380,CheetahMail.com,0,9
220120523,2018.May_EMEA_HH_NMK_AHC_HAN_CORE18456_GDPR_HH_MU_Wave2_Wave3_NA_Hero_German,8866649,EM|EMEA|AH,908380,CheetahMail.com,0,15
220131781,ALL|Adara|PS|PC|DM-Q2-Q3_Sun_&_Fun_Adara_In-Market_Puerto_Rico|US|EN|CPM|728x90|CoOp,10367419,ALL|Display|Retargeting_TopUp|ALL|Revenue,1006440,Adara Media,0,0
220132390,ALL|DBM|RT|PC|DM-Q2-Q3_Sun_&_Fun_Site-RT_Puerto_Rico|US|EN|CPM|728x90|CoOp,10367419,ALL|Display|Retargeting_TopUp|ALL|Revenue,2139787,DoubleClick Bid Manager (DBM),582,2
220141693,2018.May_EMEA_HH_NMK_AHC_HAN_CORE18456_GDPR_HH_MU_Wave2_Wave3_NA_Hero_French,8866649,EM|EMEA|AH,908380,CheetahMail.com,0,5
220143061,2018.May_EMEA_HH_NMK_AHC_HAN_CORE18456_GDPR_HH_MU_Wave2_Wave3_NA_Generic,8866649,EM|EMEA|AH,908380,CheetahMail.com,0,7
220143064,2018.May_EMEA_HH_NMK_AHC_HAN_CORE18456_GDPR_HH_MU_Wave2_Wave3_NA_Hero_English,8866649,EM|EMEA|AH,908380,CheetahMail.com,0,353
220184639,2018|Retargeting|300x250,7953934,Americas_AAA,947320,AAA.com,0,17
220184687,2018|Retargeting|320x50,7953934,Americas_AAA,947320,AAA.com,0,63
220194545,ALL|DBM|RT|PC|DM-Q2-Q3_Best_Of_The_City_Site-RT_Canada-Montreal|US|FR|CPM|160x600|CoOp ,10367419,ALL|Display|Retargeting_TopUp|ALL|Revenue,2139787,DoubleClick Bid Manager (DBM),6593,5
220194548,ALL|DBM|RT|PC|DM-Q2-Q3_Best_Of_The_City_Site-RT_Canada-Montreal|US|FR|CPM|300x250|CoOp ,10367419,ALL|Display|Retargeting_TopUp|ALL|Revenue,2139787,DoubleClick Bid Manager (DBM),8355,1
220194551,ALL|DBM|RT|PC|DM-Q2-Q3_Best_Of_The_City_Site-RT_Canada-Montreal|US|FR|CPM|300x600|CoOp ,10367419,ALL|Display|Retargeting_TopUp|ALL|Revenue,2139787,DoubleClick Bid Manager (DBM),2976,0
220194554,ALL|DBM|RT|PC|DM-Q2-Q3_Best_Of_The_City_Site-RT_Canada-Montreal|US|FR|CPM|728x90|CoOp ,10367419,ALL|Display|Retargeting_TopUp|ALL|Revenue,2139787,DoubleClick Bid Manager (DBM),6238,1
220194557,ALL|DBM|RT|PC|DM-Q2-Q3_Best_Of_The_City_Site-RT_Canada-Ottawa|US|FR|CPM|160x600|CoOp ,10367419,ALL|Display|Retargeting_TopUp|ALL|Revenue,2139787,DoubleClick Bid Manager (DBM),4148,0
220194560,ALL|DBM|RT|PC|DM-Q2-Q3_Best_Of_The_City_Site-RT_Canada-Ottawa|US|FR|CPM|300x250|CoOp ,10367419,ALL|Display|Retargeting_TopUp|ALL|Revenue,2139787,DoubleClick Bid Manager (DBM),3255,0
220194563,ALL|DBM|RT|PC|DM-Q2-Q3_Best_Of_The_City_Site-RT_Canada-Ottawa|US|FR|CPM|300x600|CoOp ,10367419,ALL|Display|Retargeting_TopUp|ALL|Revenue,2139787,DoubleClick Bid Manager (DBM),973,0
220194566,ALL|DBM|RT|PC|DM-Q2-Q3_Best_Of_The_City_Site-RT_Canada-Ottawa|US|FR|CPM|728x90|CoOp ,10367419,ALL|Display|Retargeting_TopUp|ALL|Revenue,2139787,DoubleClick Bid Manager (DBM),1891,0
220194569,ALL|DBM|RT|PC|DM-Q2-Q3_Best_Of_The_City_Site-RT_Canada-Quebec|US|FR|CPM|160x600|CoOp ,10367419,ALL|Display|Retargeting_TopUp|ALL|Revenue,2139787,DoubleClick Bid Manager (DBM),1796,0
220194572,ALL|DBM|RT|PC|DM-Q2-Q3_Best_Of_The_City_Site-RT_Canada-Quebec|US|FR|CPM|300x250|CoOp ,10367419,ALL|Display|Retargeting_TopUp|ALL|Revenue,2139787,DoubleClick Bid Manager (DBM),1714,1
220194575,ALL|DBM|RT|PC|DM-Q2-Q3_Best_Of_The_City_Site-RT_Canada-Quebec|US|FR|CPM|300x600|CoOp ,10367419,ALL|Display|Retargeting_TopUp|ALL|Revenue,2139787,DoubleClick Bid Manager (DBM),550,0
220194578,ALL|DBM|RT|PC|DM-Q2-Q3_Best_Of_The_City_Site-RT_Canada-Quebec|US|FR|CPM|728x90|CoOp ,10367419,ALL|Display|Retargeting_TopUp|ALL|Revenue,2139787,DoubleClick Bid Manager (DBM),1074,1
220194581,ALL|DBM|RT|PC|DM-Q2-Q3_Best_Of_The_City_Site-RT_Canada-Toronto|US|FR|CPM|160x600|CoOp ,10367419,ALL|Display|Retargeting_TopUp|ALL|Revenue,2139787,DoubleClick Bid Manager (DBM),4406,0
220194584,ALL|DBM|RT|PC|DM-Q2-Q3_Best_Of_The_City_Site-RT_Canada-Toronto|US|FR|CPM|300x250|CoOp ,10367419,ALL|Display|Retargeting_TopUp|ALL|Revenue,2139787,DoubleClick Bid Manager (DBM),7682,0
220194587,ALL|DBM|RT|PC|DM-Q2-Q3_Best_Of_The_City_Site-RT_Canada-Toronto|US|FR|CPM|300x600|CoOp ,10367419,ALL|Display|Retargeting_TopUp|ALL|Revenue,2139787,DoubleClick Bid Manager (DBM),1319,0
220194590,ALL|DBM|RT|PC|DM-Q2-Q3_Best_Of_The_City_Site-RT_Canada-Toronto|US|FR|CPM|728x90|CoOp ,10367419,ALL|Display|Retargeting_TopUp|ALL|Revenue,2139787,DoubleClick Bid Manager (DBM),3630,0
220254357,2018.05.09_AMER_HH_MKT_AHC_HAH_MO1495_WeekendGetawayColombiaMexico_AL_MU_NA_Columbiahero,8588945,EM|US|AH,908380,CheetahMail.com,0,1
220258761,ALL|Adara|PS|PC|DM-Q2-Q3_Sun_&_Fun_Adara_In-Market_Puerto_Rico|US|EN|CPM|300x600|CoOp,10367419,ALL|Display|Retargeting_TopUp|ALL|Revenue,1006440,Adara Media,0,0
220258968,ALL|Adara|PS|PC|DM-Q2-Q3_Sun_&_Fun_Adara_In-Market_Puerto_Rico|US|EN|CPM|300x250|CoOp,10367419,ALL|Display|Retargeting_TopUp|ALL|Revenue,1006440,Adara Media,0,0
220260600,ALL|DBM|RT|PC|DM-Q2-Q3_Sun_&_Fun_Site-RT_Puerto_Rico|US|EN|CPM|300x250|CoOp,10367419,ALL|Display|Retargeting_TopUp|ALL|Revenue,2139787,DoubleClick Bid Manager (DBM),1158,0
220266750,ALL|Adara|PS|PC|DM-Q2-Q3_Sun_&_Fun_Adara_In-Market_Puerto_Rico|US|EN|CPM|160x600|CoOp,10367419,ALL|Display|Retargeting_TopUp|ALL|Revenue,1006440,Adara Media,0,0
220330341,AODSyncVideo|PL|AOD_Sync||PL|eCPM|1x1,21078894,Hilton|Hampton_Poland_2018|intl,4703656,AOD Sync,163250,898
220532399,2018_EMEA_HH_MKT_AHC_SPF_MO1571_GDPRHotelOptIn_AL_EN_NA_Generic,8866649,EM|EMEA|AH,908380,CheetahMail.com,0,4
220547759,2018.05.08_APAC_HH_MKT_AHC_BAH_CORE18786_HPCJBirthday_HH_JA_Generic,8590937,EM|APAC|AH,908380,CheetahMail.com,0,19
220590280,2018.05.08_APAC_HH_MKT_AHC_BAH_CORE18785_HPCJNewsletter_HH_JA_Generic,8590937,EM|APAC|AH,908380,CheetahMail.com,0,2
220593166,2018.05.08_APAC_HH_MKT_AHC_BAH_CORE18785_HPCJNewsletter_HH_JA_CTA2,8590937,EM|APAC|AH,908380,CheetahMail.com,0,3
220598102,2018.05.09andbeyond_EMEA_HH_NMK_AHC_HAN_CORE18456_GDPR_NH_EN_NA_Generic,8866649,EM|EMEA|AH,908380,CheetahMail.com,0,2
220598105,2018.05.09andbeyond_EMEA_HH_NMK_AHC_HAN_CORE18456_GDPR_NH_EN_NA_Hero,8866649,EM|EMEA|AH,908380,CheetahMail.com,0,25
220633108,2018.05.10_GLBL_HH_MKT_AHC_HPA_MO1438_FTD_HH_EN_MO1448_Hero,8975413,EM|GLBL|AH,908380,CheetahMail.com,0,3
220637465,2018.05.14_AMER_HH_MKT_AHC_HAH_MO1488_BestofCity_HH_EN_Send1_NA_SeattleHero,8588945,EM|US|AH,908380,CheetahMail.com,0,1
220637492,2018.05.14_AMER_HH_MKT_AHC_HAH_MO1488_BestofCity_HH_EN_Send1_NA_MinnHero,8588945,EM|US|AH,908380,CheetahMail.com,0,2
220637501,2018.05.14_AMER_HH_MKT_AHC_HAH_MO1488_BestofCity_HH_EN_Send1_NA_NYCHero,8588945,EM|US|AH,908380,CheetahMail.com,0,4
220637507,2018.05.14_AMER_HH_MKT_AHC_HAH_MO1488_BestofCity_HH_EN_Send1_NA_BostonHero,8588945,EM|US|AH,908380,CheetahMail.com,0,1
220650860,2018 AAA Canada Retargeting 320x50,7953934,Americas_AAA,947320,AAA.com,0,15
220654562,2018 AAA Canada Retargeting 300x250,7953934,Americas_AAA,947320,AAA.com,0,11
220704201,2018.05.08_APAC_HH_MKT_AHC_BAH_CORE18786_HPCJBirthday_HH_JA_CTA,8590937,EM|APAC|AH,908380,CheetahMail.com,0,2
220704751,2018.05.14_AMER_HH_MKT_AHC_HAH_MO1488_BestofCity_NH_EN_Send1_NA_LAHero,8588945,EM|US|AH,908380,CheetahMail.com,0,2
220704772,2018.05.14_AMER_HH_MKT_AHC_HAH_MO1488_BestofCity_NH_EN_Send1_NA_ChiHero,8588945,EM|US|AH,908380,CheetahMail.com,0,1
220704775,2018.05.14_AMER_HH_MKT_AHC_HAH_MO1488_BestofCity_NH_EN_Send1_NA_NYCHero,8588945,EM|US|AH,908380,CheetahMail.com,0,5
220704781,2018.05.14_AMER_HH_MKT_AHC_HAH_MO1488_BestofCity_NH_EN_Send1_NA_BostonHero,8588945,EM|US|AH,908380,CheetahMail.com,0,1
220730039,Facebook|SA|Family_SaudiArabia|PR|EN|CPM|1x1,21121254,Hilton|MEA_Family_Promo_campaign|intl,889399,Facebook.com,0,3
220742874,2018.05.10_GLBL_HH_MKT_AHC_HPA_MO1438_FTD_HH_EN_MO1448_Generic,8975413,EM|GLBL|AH,908380,CheetahMail.com,0,1
220746927,2018.05.09andbeyond_EMEA_HH_NMK_AHC_HAN_CORE18456_GDPR_HH_EN_NA_Hero,8866649,EM|EMEA|AH,908380,CheetahMail.com,0,143
220746930,2018.05.09andbeyond_EMEA_HH_NMK_AHC_HAN_CORE18456_GDPR_HH_EN_NA_Generic,8866649,EM|EMEA|AH,908380,CheetahMail.com,0,9
220809822,2018.05.14_AMER_HH_MKT_AHC_HAH_MO1488_BestofCity_HH_EN_Send1_NA_Generic,8588945,EM|US|AH,908380,CheetahMail.com,0,3
220812236,IAS_Wrapped_DBM|UK|OMP_VideoPreRoll_Skippable_DigitalKey_DBM_audience_segment_-_Luxury_Travelers|PR|EN||1x1 (DFA Zero placement),9479540,BidManager_Campaign_DO_NOT_EDIT_5404806_1455712594778,1739237,BidManager_DfaSite_113523,6999,129
220814525,IAS_Wrapped_DBM|UK|OMP_VideoPreRoll_NonSkippable_CupFinal_DBM_audience_segment_-_Frequent_travellers|PR|EN||1x1 (DFA Zero placement),9479540,BidManager_Campaign_DO_NOT_EDIT_5404806_1455712594778,1739237,BidManager_DfaSite_113523,8338,216
220814528,IAS_Wrapped_DBM|UK|OMP_VideoPreRoll_NonSkippable_CupFinal_DBM_audience_segment_-_Luxury_Travelers|PR|EN||1x1 (DFA Zero placement),9479540,BidManager_Campaign_DO_NOT_EDIT_5404806_1455712594778,1739237,BidManager_DfaSite_113523,7600,179
220814537,"IAS_Wrapped_DBM|UK|Teads_InReadVideo_Skippable_Crash_Demographic_targeting_(25-60+,_AB_Individuals)|PR|EN||1x1 (DFA Zero placement)",9479540,BidManager_Campaign_DO_NOT_EDIT_5404806_1455712594778,1739237,BidManager_DfaSite_113523,7478,23
220814825,IAS_Wrapped_DBM|UK|OMP_VideoPreRoll_NonSkippable_CupFinal_Custom_Affinity_Segments|PR|EN||1x1 (DFA Zero placement),9479540,BidManager_Campaign_DO_NOT_EDIT_5404806_1455712594778,1739237,BidManager_DfaSite_113523,9251,282
220814843,IAS_Wrapped_DBM|UK|Teads_InReadVideo_NonSkippable_Crash_Hotel_Enthusiasts_Sitelist|PR|EN||1x1 (DFA Zero placement),9479540,BidManager_Campaign_DO_NOT_EDIT_5404806_1455712594778,1739237,BidManager_DfaSite_113523,10658,33
220814862,2018.05.14_AMER_HH_MKT_AHC_HAH_MO1488_BestofCity_NH_EN_Send1_NA_Generic,8588945,EM|US|AH,908380,CheetahMail.com,0,1
220821684,2018 AAA Canada Retargeting 728x90,7953934,Americas_AAA,947320,AAA.com,0,3
220888056,LinkedIn|UK|Pharmaceutical_vertical|PR|EN|CPM|1x1,21084037,Hilton|Pharma_M&E_Q2|intl,709644,LinkedIn,0,1
220890169,"IAS_Wrapped_DBM|UK|Teads_InReadVideo_NonSkippable_Crash_Demographic_targeting_(25-60+,_AB_Individuals)|PR|EN||1x1 (DFA Zero placement)",9479540,BidManager_Campaign_DO_NOT_EDIT_5404806_1455712594778,1739237,BidManager_DfaSite_113523,8131,27
220891387,IAS_Wrapped_DBM|UK|OMP_VideoPreRoll_Skippable_CupFinal_Honors_LaL_audience_|PR|EN||1x1 (DFA Zero placement),9479540,BidManager_Campaign_DO_NOT_EDIT_5404806_1455712594778,1739237,BidManager_DfaSite_113523,4526,44
220891390,IAS_Wrapped_DBM|UK|OMP_VideoPreRoll_Skippable_CupFinal_DBM_audience_segments_Top_Tier_Spending_Travelers|PR|EN||1x1 (DFA Zero placement),9479540,BidManager_Campaign_DO_NOT_EDIT_5404806_1455712594778,1739237,BidManager_DfaSite_113523,6301,140
220891393,IAS_Wrapped_DBM|UK|OMP_VideoPreRoll_NonSkippable_DigitalKey_DBM_audience_segment_-_Luxury_Travelers|PR|EN||1x1 (DFA Zero placement),9479540,BidManager_Campaign_DO_NOT_EDIT_5404806_1455712594778,1739237,BidManager_DfaSite_113523,7932,141
220894417,"IAS_Wrapped_DBM|UK|Teads_InReadVideo_Skippable_CupFinal_Demographic_targeting_(25-60+,_AB_Individuals)|PR|EN||1x1 (DFA Zero placement)",9479540,BidManager_Campaign_DO_NOT_EDIT_5404806_1455712594778,1739237,BidManager_DfaSite_113523,6404,23
220894420,IAS_Wrapped_DBM|UK|Teads_InReadVideo_NonSkippable_CupFinal_Hotel_Enthusiasts_Sitelist|PR|EN||1x1 (DFA Zero placement),9479540,BidManager_Campaign_DO_NOT_EDIT_5404806_1455712594778,1739237,BidManager_DfaSite_113523,7479,22
220897543,IAS_Wrapped_DBM|UK|OMP_VideoPreRoll_Skippable_CupFinal_DBM_audience_segments_Luxury_Travelers|PR|EN||1x1 (DFA Zero placement),9479540,BidManager_Campaign_DO_NOT_EDIT_5404806_1455712594778,1739237,BidManager_DfaSite_113523,6541,163
220897546,IAS_Wrapped_DBM|UK|OMP_VideoPreRoll_Skippable_CupFinal_Custom_Affinity_Segments|PR|EN||1x1 (DFA Zero placement),9479540,BidManager_Campaign_DO_NOT_EDIT_5404806_1455712594778,1739237,BidManager_DfaSite_113523,7493,173
220897582,IAS_Wrapped_DBM|UK|Teads_InReadVideo_Skippable_CupFinal_Hotel_Enthusiasts_Sitelist|PR|EN||1x1 (DFA Zero placement),9479540,BidManager_Campaign_DO_NOT_EDIT_5404806_1455712594778,1739237,BidManager_DfaSite_113523,6057,19
220897978,IAS_Wrapped_DBM|UK|OMP_VideoPreRoll_Skippable_CupFinal_DBM_audience_segments_Frequest_Travelers|PR|EN||1x1 (DFA Zero placement),9479540,BidManager_Campaign_DO_NOT_EDIT_5404806_1455712594778,1739237,BidManager_DfaSite_113523,6610,142
220897981,IAS_Wrapped_DBM|UK|OMP_VideoPreRoll_NonSkippable_Crash_DBM_audience_segment_-_Luxury_Travelers|PR|EN||1x1 (DFA Zero placement),9479540,BidManager_Campaign_DO_NOT_EDIT_5404806_1455712594778,1739237,BidManager_DfaSite_113523,7747,209
220898269,IAS_Wrapped_DBM|UK|OMP_VideoPreRoll_NonSkippable_DigitalKey_Experian_Segments|PR|EN||1x1 (DFA Zero placement),9479540,BidManager_Campaign_DO_NOT_EDIT_5404806_1455712594778,1739237,BidManager_DfaSite_113523,7672,121
220898296,"IAS_Wrapped_DBM|UK|Teads_InReadVideo_NonSkippable_CupFinal_Demographic_targeting_(25-60+,_AB_Individuals)|PR|EN||1x1 (DFA Zero placement)",9479540,BidManager_Campaign_DO_NOT_EDIT_5404806_1455712594778,1739237,BidManager_DfaSite_113523,10309,21
220898299,IAS_Wrapped_DBM|UK|Teads_InReadVideo_Skippable_Crash_Hotel_Enthusiasts_Sitelist|PR|EN||1x1 (DFA Zero placement),9479540,BidManager_Campaign_DO_NOT_EDIT_5404806_1455712594778,1739237,BidManager_DfaSite_113523,7563,25
220911553,iP|CIM|MaldivesMurakaUR|IG|TRF|US|MPPA|URTint|MO|SleepWithFishCarousel,9592909,iProspect|ALL|PaidSocial,1902312,Facebook Inc,0,1
220912847,TripAdvisor|ROE|p:global_s:ROE-Mobile_|Metasearch|EN|CPC|1x1,8142299,Hilton|TripAdvisor_MetaSearch|intl,2782286,Trip Advisor,0,636
220912850,TripAdvisor|MGB|p:global_s:MGB-Mobile_|Metasearch|EN|CPC|1x1 (copy),8142299,Hilton|TripAdvisor_MetaSearch|intl,2782286,Trip Advisor,0,410
220963987,iP|CIM|MaldivesMurakaMA|IG|TRF|US|MPPA|MASoutheastAsiaInt|MO|SleepWithFishCarousel,9592909,iProspect|ALL|PaidSocial,1902312,Facebook Inc,38,0
220965826,iP|CIM|MaldivesMurakaMA|FB|TRF|US|CL|MATint|MO|SleepWithFishCollection,9592909,iProspect|ALL|PaidSocial,1902312,Facebook Inc,1,1
220979295,IAS_Wrapped_DBM|UK|OMP_VideoPreRoll_NonSkippable_CupFinal_DBM_audience_segment_-_Top_Tier_Spending_Travelers|PR|EN||1x1 (DFA Zero placement),9479540,BidManager_Campaign_DO_NOT_EDIT_5404806_1455712594778,1739237,BidManager_DfaSite_113523,7470,173
220979298,IAS_Wrapped_DBM|UK|OMP_VideoPreRoll_Skippable_DigitalKey_Honors_LaL_audience|PR|EN||1x1 (DFA Zero placement),9479540,BidManager_Campaign_DO_NOT_EDIT_5404806_1455712594778,1739237,BidManager_DfaSite_113523,7155,124
220981974,IAS_Wrapped_DBM|UK|OMP_VideoPreRoll_NonSkippable_CupFinal_Honors_LaL_audience|PR|EN||1x1 (DFA Zero placement),9479540,BidManager_Campaign_DO_NOT_EDIT_5404806_1455712594778,1739237,BidManager_DfaSite_113523,5366,30
220983744,IAS_Wrapped_DBM|UK|OMP_VideoPreRoll_Skippable_DigitalKey_Custom_Affinity_Segments|PR|EN||1x1 (DFA Zero placement),9479540,BidManager_Campaign_DO_NOT_EDIT_5404806_1455712594778,1739237,BidManager_DfaSite_113523,6984,117
220983747,IAS_Wrapped_DBM|UK|OMP_VideoPreRoll_NonSkippable_Crash_Honors_LaL_audience|PR|EN||1x1 (DFA Zero placement),9479540,BidManager_Campaign_DO_NOT_EDIT_5404806_1455712594778,1739237,BidManager_DfaSite_113523,5315,37
220983750,IAS_Wrapped_DBM|UK|OMP_VideoPreRoll_NonSkippable_Crash_DBM_audience_segment_-_Frequent_travellers|PR|EN||1x1 (DFA Zero placement),9479540,BidManager_Campaign_DO_NOT_EDIT_5404806_1455712594778,1739237,BidManager_DfaSite_113523,8062,174
220983753,IAS_Wrapped_DBM|UK|OMP_VideoPreRoll_NonSkippable_Crash_Custom_Affinity_Segments|PR|EN||1x1 (DFA Zero placement),9479540,BidManager_Campaign_DO_NOT_EDIT_5404806_1455712594778,1739237,BidManager_DfaSite_113523,9123,280
220983780,"IAS_Wrapped_DBM|UK|Teads_InReadVideo_Skippable_DigitalKey_Demographic_targeting_(25-60+,_AB_Individuals)|PR|EN||1x1 (DFA Zero placement)",9479540,BidManager_Campaign_DO_NOT_EDIT_5404806_1455712594778,1739237,BidManager_DfaSite_113523,1810,21
220985628,IAS_Wrapped_DBM|UK|OMP_VideoPreRoll_Skippable_DigitalKey_DBM_audience_segment_-_Top_tier_spending_travellers|PR|EN||1x1 (DFA Zero placement),9479540,BidManager_Campaign_DO_NOT_EDIT_5404806_1455712594778,1739237,BidManager_DfaSite_113523,6874,110
220985631,IAS_Wrapped_DBM|UK|OMP_VideoPreRoll_NonSkippable_Crash_DBM_audience_segment_-_Top_tier_spending_travellers|PR|EN||1x1 (DFA Zero placement),9479540,BidManager_Campaign_DO_NOT_EDIT_5404806_1455712594778,1739237,BidManager_DfaSite_113523,7846,213
220985649,IAS_Wrapped_DBM|UK|Teads_InReadVideo_NonSkippable_DigitalKey_Hotel_Enthusiasts_Sitelist|PR|EN||1x1 (DFA Zero placement),9479540,BidManager_Campaign_DO_NOT_EDIT_5404806_1455712594778,1739237,BidManager_DfaSite_113523,1794,33
220985652,"IAS_Wrapped_DBM|UK|Teads_InReadVideo_NonSkippable_DigitalKey_Demographic_targeting_(25-60+,_AB_Individuals)|PR|EN||1x1 (DFA Zero placement)",9479540,BidManager_Campaign_DO_NOT_EDIT_5404806_1455712594778,1739237,BidManager_DfaSite_113523,1860,35
220987053,IAS_Wrapped_DBM|UK|OMP_VideoPreRoll_NonSkippable_DigitalKey_Honors_LaL_audience|PR|EN||1x1 (DFA Zero placement),9479540,BidManager_Campaign_DO_NOT_EDIT_5404806_1455712594778,1739237,BidManager_DfaSite_113523,7781,146
220987446,IAS_Wrapped_DBM|UK|OMP_VideoPreRoll_NonSkippable_DigitalKey_DBM_audience_segment_-Top_tier_spending_travellers|PR|EN||1x1 (DFA Zero placement),9479540,BidManager_Campaign_DO_NOT_EDIT_5404806_1455712594778,1739237,BidManager_DfaSite_113523,8046,161
220987491,IAS_Wrapped_DBM|UK|OMP_VideoPreRoll_Skippable_DigitalKey_DBM_audience_segment_-_Frequent_travellers|PR|EN||1x1 (DFA Zero placement),9479540,BidManager_Campaign_DO_NOT_EDIT_5404806_1455712594778,1739237,BidManager_DfaSite_113523,6982,120
220988403,IAS_Wrapped_DBM|UK|Teads_InReadVideo_Skippable_DigitalKey_Hotel_Enthusiasts_Sitelist|PR|EN||1x1 (DFA Zero placement),9479540,BidManager_Campaign_DO_NOT_EDIT_5404806_1455712594778,1739237,BidManager_DfaSite_113523,1942,20
220989360,IAS_Wrapped_DBM|UK|OMP_VideoPreRoll_NonSkippable_DigitalKey_DBM_audience_segment_-_Frequent_travellers|PR|EN||1x1 (DFA Zero placement),9479540,BidManager_Campaign_DO_NOT_EDIT_5404806_1455712594778,1739237,BidManager_DfaSite_113523,7993,169
220993938,ALL|DBM|PS|PC|Accordant_Custom-Algo_Conquesting_Segment|US|EN|CPM|728x90|Central,8732631,ALL|Display|Prospecting|ALL|Revenue,2139787,DoubleClick Bid Manager (DBM),856955,157
220993941,ALL|DBM|PS|PC|Accordant_Custom-Algo_Conquesting_Segment|US|EN|CPM|300x600|Central,8732631,ALL|Display|Prospecting|ALL|Revenue,2139787,DoubleClick Bid Manager (DBM),212965,38
